0.3517846,-0.7869986,-2.873479
0.6422613,-0.5988617,-2.8686
0.8404377,-0.3072074,-2.86344
0.9110007,0.045183171,-2.857978
0.8376509,0.4041732,-2.85219
0.6264315,0.7124491,-2.84605
0.3056472,0.918502,-2.83953
-0.077742465,0.9850534,-2.832601
-0.4648297,0.8955631,-2.825226
-0.7936199,0.6577247,-2.817368
-1.00877,0.3032688,-2.808988
-1.070667,-0.1160435,-2.800037
-0.9624209,-0.5357682,-2.790466
-0.6935734,-0.8884509,-2.780218
-0.2997888,-1.114221,-2.769231
0.1615903,-1.170658,-2.757435
0.6196325,-1.040377,-2.744753
1.000432,-0.7350051,-2.7311
1.238709,-0.294782,-2.716377
1.28864,0.2163926,-2.700478
1.132149,0.7198882,-2.683281
0.7832562,1.134079,-2.664653
0.2875895,1.387166,-2.64444
-0.2831245,1.429154,-2.622472
-0.8410097,1.24105,-2.598557
-1.295096,0.8396897,-2.572479
-1.56565,0.2771796,-2.543995
-1.597577,-0.365273,-2.512832
-1.370756,-0.9885159,-2.478682
-0.9054906,-1.490177,-2.4412
-0.2619001,-1.780845,-2.4
0.4670753,-1.799298,-2.354648
1.168371,-1.524281,-2.304664
1.725636,-0.9807486,-2.249514
2.03784,-0.2391386,-2.188612
2.036829,0.5927297,-2.12132
1.700944,1.384473,-2.046955
1.062158,2.002851,-1.964792
0.2049761,2.333622,-1.874085
-0.7435041,2.30213,-1.774091
-1.631593,1.889093,-1.664101
-2.306892,1.138374,-1.543487
-2.642545,0.1545199,-1.411765
-2.561478,-0.9106821,-1.268656
-2.053959,-1.881455,-1.114172
-1.184375,-2.587906,-0.9486833
-0.084640868,-2.897469,-0.772988
1.065963,-2.741819,-0.5883484
2.071785,-2.13319,-0.3964912
2.757063,-1.165668,-0.1995571
3,0,0
2.757063,1.165668,0.1995571
2.071785,2.13319,0.3964912
1.065963,2.741819,0.5883484
-0.084640868,2.897469,0.772988
-1.184375,2.587906,0.9486833
-2.053959,1.881455,1.114172
-2.561478,0.9106821,1.268656
-2.642545,-0.1545199,1.411765
-2.306892,-1.138374,1.543487
-1.631593,-1.889093,1.664101
-0.7435041,-2.30213,1.774091
0.2049761,-2.333622,1.874085
1.062158,-2.002851,1.964792
1.700944,-1.384473,2.046955
2.036829,-0.5927297,2.12132
2.03784,0.2391386,2.188612
1.725636,0.9807486,2.249514
1.168371,1.524281,2.304664
0.4670753,1.799298,2.354648
-0.2619001,1.780845,2.4
-0.9054906,1.490177,2.4412
-1.370756,0.9885159,2.478682
-1.597577,0.365273,2.512832
-1.56565,-0.2771796,2.543995
-1.295096,-0.8396897,2.572479
-0.8410097,-1.24105,2.598557
-0.2831245,-1.429154,2.622472
0.2875895,-1.387166,2.64444
0.7832562,-1.134079,2.664653
1.132149,-0.7198882,2.683281
1.28864,-0.2163926,2.700478
1.238709,0.294782,2.716377
1.000432,0.7350051,2.7311
0.6196325,1.040377,2.744753
0.1615903,1.170658,2.757435
-0.2997888,1.114221,2.769231
-0.6935734,0.8884509,2.780218
-0.9624209,0.5357682,2.790466
-1.070667,0.1160435,2.800037
-1.00877,-0.3032688,2.808988
-0.7936199,-0.6577247,2.817368
-0.4648297,-0.8955631,2.825226
-0.077742465,-0.9850534,2.832601
0.3056472,-0.918502,2.83953
0.6264315,-0.7124491,2.84605
0.8376509,-0.4041732,2.85219
0.9110007,-0.045183171,2.857978
0.8404377,0.3072074,2.86344
0.6422613,0.5988617,2.8686
0.3517846,0.7869986,2.873479